Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200118:2210,0.0,0.0,0.0,-2.91,1.1,0.0
20200118:2310,0.0,0.0,0.0,-2.62,0.97,0.0
20200119:0010,0.0,0.0,0.0,-2.73,1.03,0.0
20200119:0110,0.0,0.0,0.0,-3.11,1.1,0.0
20200119:0210,0.0,0.0,0.0,-2.94,1.03,0.0
20200119:0310,0.0,0.0,0.0,-2.6,0.83,0.0
20200119:0410,0.0,0.0,0.0,-2.55,0.76,0.0
20200119:0510,0.0,0.0,0.0,-2.74,0.83,0.0
20200119:0610,0.0,0.0,0.0,-2.89,0.83,0.0
20200119:0710,211.55,89.89,11.18,-2.84,0.9,0.0
20200119:0810,355.01,139.4,18.61,-1.25,0.97,0.0
20200119:0910,296.61,119.85,23.99,-0.12,1.1,0.0
20200119:1010,309.28,124.76,26.76,0.93,1.17,0.0
20200119:1110,277.79,113.95,26.57,1.34,1.24,0.0
20200119:1210,196.86,85.47,23.43,1.55,1.31,0.0
20200119:1310,129.06,60.91,17.76,1.61,1.38,0.0
20200119:1410,69.89,38.31,10.11,1.09,1.59,0.0
20200119:1510,0.0,0.0,0.0,0.09,1.52,0.0
20200119:1610,0.0,0.0,0.0,-1.15,1.45,0.0
20200119:1710,0.0,0.0,0.0,-2.36,1.31,0.0
20200119:1810,0.0,0.0,0.0,-3.08,1.24,0.0
20200119:1910,0.0,0.0,0.0,-4.01,1.38,0.0
20200119:2010,0.0,0.0,0.0,-4.02,1.31,0.0
20200119:2110,0.0,0.0,0.0,-3.82,1.31,0.0
20200119:2210,0.0,0.0,0.0,-3.74,1.31,0.0
20200119:2310,0.0,0.0,0.0,-3.61,1.24,0.0
20200120:0010,0.0,0.0,0.0,-3.7,1.24,0.0
20200120:0110,0.0,0.0,0.0,-3.68,1.24,0.0
20200120:0210,0.0,0.0,0.0,-3.85,1.38,0.0
20200120:0310,0.0,0.0,0.0,-3.88,1.38,0.0
20200120:0410,0.0,0.0,0.0,-4.14,1.38,0.0
20200120:0510,0.0,0.0,0.0,-4.13,1.52,0.0
20200120:0610,4.64,8.71,2.37,-4.2,1.45,0.0
20200120:0710,167.71,73.75,11.31,-3.56,1.38,0.0
20200120:0810,268.48,108.82,18.77,-2.79,1.45,0.0
20200120:0910,236.58,98.24,24.17,-1.72,1.52,0.0
20200120:1010,317.73,126.72,26.97,-0.69,1.72,0.0
20200120:1110,390.21,151.99,26.79,-0.02,1.72,0.0
20200120:1210,310.53,124.76,23.66,0.4,1.86,0.0
20200120:1310,617.57,229.69,17.98,0.45,1.86,0.0
20200120:1410,451.46,176.76,10.32,0.0,1.79,0.0
20200120:1510,0.0,0.0,0.0,-0.96,1.31,0.0
20200120:1610,0.0,0.0,0.0,-2.42,1.1,0.0
20200120:1710,0.0,0.0,0.0,-2.62,0.9,0.0
20200120:1810,0.0,0.0,0.0,-2.53,0.76,0.0
20200120:1910,0.0,0.0,0.0,-2.95,0.69,0.0
20200120:2010,0.0,0.0,0.0,-3.12,0.76,0.0
20200120:2110,0.0,0.0,0.0,-3.38,0.76,0.0
20200120:2210,0.0,0.0,0.0,-3.62,0.9,0.0
20200120:2310,0.0,0.0,0.0,-3.81,0.97,0.0
20200121:0010,0.0,0.0,0.0,-4.13,1.03,0.0
20200121:0110,0.0,0.0,0.0,-3.99,0.9,0.0
20200121:0210,0.0,0.0,0.0,-3.97,0.83,0.0
20200121:0310,0.0,0.0,0.0,-3.86,0.69,0.0
20200121:0410,0.0,0.0,0.0,-3.78,0.62,0.0
20200121:0510,0.0,0.0,0.0,-3.78,0.62,0.0
20200121:0610,4.64,8.71,2.48,-3.95,0.83,0.0
20200121:0710,695.3,265.48,11.45,-3.81,0.9,0.0
20200121:0810,1350.05,486.65,18.93,-1.81,1.24,0.0
20200121:0910,1649.06,594.16,24.36,-0.33,1.31,0.0
20200121:1010,2016.13,736.61,27.18,1.1,1.38,0.0
20200121:1110,2034.75,746.07,27.01,2.14,1.52,0.0
20200121:1210,1740.67,634.41,23.89,2.69,1.66,0.0
20200121:1310,1450.94,530.85,18.21,2.85,1.66,0.0
20200121:1410,837.76,321.51,10.54,2.32,1.31,0.0
20200121:1510,0.0,0.0,0.0,1.06,1.24,0.0
20200121:1610,0.0,0.0,0.0,-0.85,1.1,0.0
20200121:1710,0.0,0.0,0.0,-1.39,0.97,0.0
20200121:1810,0.0,0.0,0.0,-1.77,0.97,0.0
20200121:1910,0.0,0.0,0.0,-2.52,1.03,0.0
20200121:2010,0.0,0.0,0.0,-2.91,0.97,0.0
20200121:2110,0.0,0.0,0.0,-3.18,0.97,0.0
20200121:2210,0.0,0.0,0.0,-3.25,0.97,0.0
20200121:2310,0.0,0.0,0.0,-3.39,0.97,0.0
20200122:0010,0.0,0.0,0.0,-3.26,0.97,0.0
20200122:0110,0.0,0.0,0.0,-3.06,0.97,0.0
20200122:0210,0.0,0.0,0.0,-2.97,0.97,0.0
20200122:0310,0.0,0.0,0.0,-3.18,1.03,0.0
20200122:0410,0.0,0.0,0.0,-3.24,1.1,0.0
20200122:0510,0.0,0.0,0.0,-3.36,1.17,0.0
20200122:0610,6.24,9.67,2.6,-3.54,1.24,0.0
20200122:0710,823.23,314.84,11.59,-3.02,1.1,0.0
20200122:0810,1457.31,531.55,19.1,0.52,1.31,0.0
20200122:0910,1846.43,675.62,24.56,2.81,1.66,0.0
20200122:1010,2032.77,752.16,27.4,4.66,1.79,0.0
20200122:1110,2023.14,751.85,27.25,5.97,1.93,0.0
20200122:1210,1687.1,624.16,24.12,6.72,2.0,0.0
20200122:1310,1350.08,502.24,18.44,6.93,1.79,0.0
20200122:1410,825.22,321.23,10.76,6.0,1.45,0.0
20200122:1510,0.0,0.0,0.0,4.24,1.59,0.0
20200122:1610,0.0,0.0,0.0,1.36,1.72,0.0
20200122:1710,0.0,0.0,0.0,-0.65,1.79,0.0
20200122:1810,0.0,0.0,0.0,-1.17,1.79,0.0
20200122:1910,0.0,0.0,0.0,-1.76,2.0,0.0
20200122:2010,0.0,0.0,0.0,-1.99,1.93,0.0
20200122:2110,0.0,0.0,0.0,-2.21,1.93,0.0
20200122:2210,0.0,0.0,0.0,-2.51,2.07,0.0
20200122:2310,0.0,0.0,0.0,-2.49,2.21,0.0
20200123:0010,0.0,0.0,0.0,-2.15,2.07,0.0
20200123:0110,0.0,0.0,0.0,-1.51,2.62,0.0
20200123:0210,0.0,0.0,0.0,-1.56,2.48,0.0
20200123:0310,0.0,0.0,0.0,-2.09,2.34,0.0
20200123:0410,0.0,0.0,0.0,-2.62,2.14,0.0
20200123:0510,0.0,0.0,0.0,-3.03,1.72,0.0
20200123:0610,11.46,12.58,2.73,-3.32,1.59,0.0
20200123:0710,561.12,215.38,11.74,-2.67,1.79,0.0
20200123:0810,906.5,327.02,19.27,-1.49,2.07,0.0
20200123:0910,909.06,327.44,24.76,-0.71,2.07,0.0
20200123:1010,1589.6,569.1,27.62,0.15,2.0,0.0
20200123:1110,2140.26,778.48,27.48,1.04,2.0,0.0
20200123:1210,1944.77,706.19,24.37,1.5,1.93,0.0
20200123:1310,1529.7,555.79,18.67,1.52,1.79,0.0
20200123:1410,880.54,333.63,10.98,1.1,1.66,0.0
20200123:1510,0.0,0.0,0.0,0.08,1.24,0.0
20200123:1610,0.0,0.0,0.0,-1.67,1.03,0.0
20200123:1710,0.0,0.0,0.0,-1.72,0.83,0.0
20200123:1810,0.0,0.0,0.0,-1.94,0.76,0.0
20200123:1910,0.0,0.0,0.0,-1.97,0.34,0.0
20200123:2010,0.0,0.0,0.0,-2.07,0.21,0.0
20200123:2110,0.0,0.0,0.0,-2.2,0.21,0.0
20200123:2210,0.0,0.0,0.0,-2.39,0.48,0.0
20200123:2310,0.0,0.0,0.0,-2.56,0.55,0.0
20200124:0010,0.0,0.0,0.0,-2.7,0.62,0.0
20200124:0110,0.0,0.0,0.0,-2.73,0.76,0.0
20200124:0210,0.0,0.0,0.0,-2.92,0.83,0.0
20200124:0310,0.0,0.0,0.0,-3.3,0.97,0.0
20200124:0410,0.0,0.0,0.0,-3.51,1.03,0.0
20200124:0510,0.0,0.0,0.0,-3.63,1.1,0.0
20200124:0610,9.66,11.61,2.86,-3.76,1.17,0.0
20200124:0710,829.09,315.13,11.89,-3.54,1.24,0.0
20200124:0810,1430.88,523.12,19.45,0.51,0.97,0.0
20200124:0910,1828.03,674.37,24.97,2.87,1.03,0.0
20200124:1010,2011.49,750.59,27.85,4.6,1.17,0.0
20200124:1110,1980.0,741.08,27.73,5.83,1.31,0.0
20200124:1210,1806.85,675.17,24.61,6.53,1.31,0.0
20200124:1310,1429.7,534.05,18.91,6.64,1.24,0.0
20200124:1410,827.78,322.11,11.21,5.84,0.76,0.0
20200124:1510,0.0,0.0,0.0,3.88,1.03,0.0
20200124:1610,0.0,0.0,0.0,0.87,1.38,0.0
20200124:1710,0.0,0.0,0.0,-1.01,1.66,0.0
20200124:1810,0.0,0.0,0.0,-2.61,1.72,0.0
20200124:1910,0.0,0.0,0.0,-2.67,1.79,0.0
20200124:2010,0.0,0.0,0.0,-2.96,1.79,0.0
20200124:2110,0.0,0.0,0.0,-3.11,1.79,0.0
20200124:2210,0.0,0.0,0.0,-3.18,1.72,0.0
20200124:2310,0.0,0.0,0.0,-3.22,1.72,0.0
20200125:0010,0.0,0.0,0.0,-3.22,1.72,0.0
20200125:0110,0.0,0.0,0.0,-3.18,1.66,0.0
20200125:0210,0.0,0.0,0.0,-3.15,1.66,0.0
20200125:0310,0.0,0.0,0.0,-3.14,1.66,0.0
20200125:0410,0.0,0.0,0.0,-3.19,1.66,0.0
20200125:0510,0.0,0.0,0.0,-3.07,1.59,0.0
20200125:0610,7.87,10.64,3.0,-2.75,1.52,0.0
20200125:0710,804.48,307.87,12.06,-1.6,1.52,0.0
20200125:0810,1398.91,515.84,19.64,3.01,1.17,0.0
20200125:0910,1712.96,637.37,25.18,5.93,1.24,0.0
20200125:1010,1912.26,720.58,28.09,7.73,1.31,0.0
20200125:1110,1916.77,726.63,27.98,8.69,1.24,0.0
20200125:1210,1767.52,667.68,24.86,9.06,1.31,0.0
20200125:1310,1019.87,384.44,19.15,8.87,1.24,0.0
20200125:1410,819.3,321.11,11.44,7.89,0.97,0.0
20200125:1510,0.0,0.0,0.0,5.9,1.1,0.0
20200125:1610,0.0,0.0,0.0,2.92,1.38,0.0
20200125:1710,0.0,0.0,0.0,1.32,1.66,0.0
20200125:1810,0.0,0.0,0.0,0.32,1.66,0.0
20200125:1910,0.0,0.0,0.0,0.05,1.66,0.0
20200125:2010,0.0,0.0,0.0,-0.38,1.66,0.0
20200125:2110,0.0,0.0,0.0,-0.7,1.66,0.0
20200125:2210,0.0,0.0,0.0,-0.72,1.66,0.0
20200125:2310,0.0,0.0,0.0,-0.79,1.66,0.0
20200126:0010,0.0,0.0,0.0,-0.72,1.59,0.0
20200126:0110,0.0,0.0,0.0,-0.89,1.59,0.0
20200126:0210,0.0,0.0,0.0,-1.07,1.52,0.0
20200126:0310,0.0,0.0,0.0,-1.26,1.52,0.0
20200126:0410,0.0,0.0,0.0,-1.36,1.45,0.0
20200126:0510,0.0,0.0,0.0,-1.47,1.45,0.0
20200126:0610,19.01,16.45,3.15,-1.41,1.45,0.0
20200126:0710,648.1,250.74,12.22,0.13,1.17,0.0
20200126:0810,869.54,324.16,19.83,4.24,0.9,0.0
20200126:0910,1635.84,612.88,25.4,6.86,0.9,0.0
20200126:1010,1878.14,716.02,28.33,8.06,0.62,0.0
20200126:1110,1190.72,448.69,28.23,8.82,0.62,0.0
20200126:1210,1622.5,616.67,25.12,9.4,0.69,0.0
20200126:1310,1353.76,516.03,19.4,9.33,0.41,0.0
20200126:1410,224.42,98.85,11.67,8.86,0.14,0.0
20200126:1510,0.0,1.93,2.52,7.29,0.83,0.0
20200126:1610,0.0,0.0,0.0,6.53,1.1,0.0
20200126:1710,0.0,0.0,0.0,5.17,1.17,0.0
20200126:1810,0.0,0.0,0.0,3.73,1.31,0.0
20200126:1910,0.0,0.0,0.0,3.38,1.31,0.0
20200126:2010,0.0,0.0,0.0,2.03,1.45,0.0
20200126:2110,0.0,0.0,0.0,1.22,1.45,0.0
20200126:2210,0.0,0.0,0.0,0.51,1.45,0.0
20200126:2310,0.0,0.0,0.0,0.14,1.38,0.0
20200127:0010,0.0,0.0,0.0,-0.23,1.45,0.0
20200127:0110,0.0,0.0,0.0,-0.32,1.38,0.0
20200127:0210,0.0,0.0,0.0,-0.45,1.31,0.0
20200127:0310,0.0,0.0,0.0,-0.55,1.38,0.0
20200127:0410,0.0,0.0,0.0,-0.59,1.38,0.0
20200127:0510,0.0,0.0,0.0,-0.55,1.31,0.0
20200127:0610,20.9,17.41,3.3,-0.37,1.31,0.0
20200127:0710,82.66,43.22,12.4,0.51,1.1,0.0
20200127:0810,461.95,179.55,20.03,3.56,0.9,0.0
20200127:0910,255.26,108.06,25.63,5.74,0.76,0.0
20200127:1010,623.74,239.3,28.58,6.75,0.83,0.0
20200127:1110,175.65,79.57,28.49,7.01,1.24,0.0
20200127:1210,859.26,321.86,25.37,7.27,1.59,0.0
20200127:1310,365.98,147.67,19.65,6.68,1.38,0.0
20200127:1410,207.39,91.06,11.91,5.7,1.45,0.0
20200127:1510,0.29,5.8,2.74,4.65,1.17,0.0
20200127:1610,0.0,0.0,0.0,3.57,1.1,0.0
20200127:1710,0.0,0.0,0.0,2.67,1.17,0.0
20200127:1810,0.0,0.0,0.0,1.85,1.45,0.0
20200127:1910,0.0,0.0,0.0,1.54,1.52,0.0
20200127:2010,0.0,0.0,0.0,0.76,1.52,0.0
20200127:2110,0.0,0.0,0.0,1.13,1.45,0.0
20200127:2210,0.0,0.0,0.0,1.17,1.45,0.0
20200127:2310,0.0,0.0,0.0,1.23,1.59,0.0
20200128:0010,0.0,0.0,0.0,0.97,1.72,0.0
20200128:0110,0.0,0.0,0.0,1.27,1.93,0.0
20200128:0210,0.0,0.0,0.0,0.9,1.79,0.0
20200128:0310,0.0,0.0,0.0,0.86,1.38,0.0
20200128:0410,0.0,0.0,0.0,0.42,1.38,0.0
20200128:0510,0.0,0.0,0.0,-0.51,1.38,0.0
20200128:0610,25.15,19.35,3.46,-1.2,1.31,0.0
20200128:0710,588.22,226.97,12.58,-0.61,1.17,0.0
20200128:0810,1458.21,535.1,20.24,2.17,1.24,0.0
20200128:0910,1856.29,683.67,25.86,3.97,1.52,0.0
20200128:1010,1977.7,730.39,28.83,5.57,2.14,0.0
20200128:1110,2063.14,763.74,28.76,6.48,2.48,0.0
20200128:1210,1908.1,707.63,25.64,6.82,2.14,0.0
20200128:1310,1031.81,383.16,19.9,7.01,2.07,0.0
20200128:1410,698.14,271.08,12.15,6.98,1.93,0.0
20200128:1510,0.0,4.84,2.97,5.76,1.52,0.0
20200128:1610,0.0,0.0,0.0,3.8,1.66,0.0
20200128:1710,0.0,0.0,0.0,1.67,1.72,0.0
20200128:1810,0.0,0.0,0.0,0.22,1.66,0.0
20200128:1910,0.0,0.0,0.0,0.26,1.79,0.0
20200128:2010,0.0,0.0,0.0,-0.43,1.79,0.0
20200128:2110,0.0,0.0,0.0,-0.92,1.79,0.0
20200128:2210,0.0,0.0,0.0,-0.98,2.0,0.0
20200128:2310,0.0,0.0,0.0,-0.84,2.07,0.0
20200129:0010,0.0,0.0,0.0,-0.7,2.07,0.0
20200129:0110,0.0,0.0,0.0,-0.92,2.07,0.0
20200129:0210,0.0,0.0,0.0,-0.54,2.0,0.0
20200129:0310,0.0,0.0,0.0,-0.19,2.0,0.0
20200129:0410,0.0,0.0,0.0,-0.64,2.0,0.0
20200129:0510,0.0,0.0,0.0,-0.53,2.0,0.0
20200129:0610,25.09,19.35,3.62,-0.68,1.86,0.0
20200129:0710,118.62,56.98,12.76,1.3,1.38,0.0
20200129:0810,148.96,68.77,20.45,3.87,2.14,0.0
20200129:0910,195.49,85.47,26.1,3.28,2.28,0.0
20200129:1010,661.76,246.96,29.09,2.26,1.79,0.0
20200129:1110,1327.97,479.9,29.03,2.59,2.07,0.0
20200129:1210,826.05,306.02,25.91,4.09,1.52,0.0
20200129:1310,313.41,128.41,20.16,5.42,1.45,0.0
20200129:1410,113.63,55.99,12.39,5.36,1.1,0.0
20200129:1510,5.86,9.67,3.2,4.28,0.9,0.0
20200129:1610,0.0,0.0,0.0,2.92,1.17,0.0
20200129:1710,0.0,0.0,0.0,1.53,1.38,0.0
20200129:1810,0.0,0.0,0.0,0.7,1.45,0.0
20200129:1910,0.0,0.0,0.0,0.27,1.38,0.0
20200129:2010,0.0,0.0,0.0,0.2,1.17,0.0
20200129:2110,0.0,0.0,0.0,0.57,0.83,0.0
20200129:2210,0.0,0.0,0.0,-0.88,1.24,0.0
20200129:2310,0.0,0.0,0.0,-1.88,1.66,0.0
20200130:0010,0.0,0.0,0.0,-1.39,1.72,0.0
20200130:0110,0.0,0.0,0.0,-0.73,1.31,0.0
20200130:0210,0.0,0.0,0.0,-0.5,1.24,0.0
20200130:0310,0.0,0.0,0.0,-0.56,1.31,0.0
20200130:0410,0.0,0.0,0.0,-1.12,1.45,0.0
20200130:0510,0.0,0.0,0.0,-1.92,1.45,0.0
20200130:0610,25.44,19.35,3.79,-3.1,1.59,0.0
20200130:0710,455.58,176.8,12.95,-2.07,1.17,0.0
20200130:0810,229.47,96.27,20.67,-0.3,1.72,0.0
20200130:0910,802.14,292.61,26.34,0.93,2.48,0.0
20200130:1010,296.26,119.85,29.36,0.88,2.97,0.0
20200130:1110,161.98,72.69,29.3,1.06,2.69,0.0
20200130:1210,1316.54,471.24,26.18,1.59,2.76,0.0
20200130:1310,1616.42,581.05,20.42,1.79,2.97,0.0
20200130:1410,1011.23,376.83,12.64,1.73,3.24,0.0
20200130:1510,12.96,13.54,3.43,1.1,2.62,0.0
20200130:1610,0.0,0.0,0.0,-0.01,2.21,0.0
20200130:1710,0.0,0.0,0.0,-0.93,1.86,0.0
20200130:1810,0.0,0.0,0.0,-1.99,1.59,0.0
20200130:1910,0.0,0.0,0.0,-2.7,1.59,0.0
20200130:2010,0.0,0.0,0.0,-3.02,1.45,0.0
20200130:2110,0.0,0.0,0.0,-3.45,1.45,0.0
20200130:2210,0.0,0.0,0.0,-3.68,1.45,0.0
20200130:2310,0.0,0.0,0.0,-3.99,1.45,0.0
20200131:0010,0.0,0.0,0.0,-4.07,1.45,0.0
20200131:0110,0.0,0.0,0.0,-3.98,1.45,0.0
20200131:0210,0.0,0.0,0.0,-3.89,1.59,0.0
20200131:0310,0.0,0.0,0.0,-3.74,1.52,0.0
20200131:0410,0.0,0.0,0.0,-3.87,1.52,0.0
20200131:0510,0.0,0.0,0.0,-3.97,1.59,0.0
20200131:0610,17.28,15.48,3.96,-3.98,1.66,0.0
20200131:0710,885.44,335.42,13.15,-2.08,1.45,0.0
20200131:0810,1457.54,532.44,20.89,1.91,1.45,0.0
20200131:0910,1653.38,604.95,26.59,4.29,1.86,0.0
20200131:1010,2063.71,766.65,29.63,6.1,2.07,0.0
20200131:1110,2100.61,784.24,29.58,7.27,2.21,0.0
20200131:1210,1941.41,722.8,26.45,7.95,2.34,0.0
20200131:1310,996.45,371.37,20.68,8.1,2.41,0.0
20200131:1410,212.22,93.16,12.88,7.21,2.07,0.0
20200131:1510,0.26,5.8,3.66,5.1,2.07,0.0
20200131:1610,0.0,0.0,0.0,2.82,2.14,0.0
20200131:1710,0.0,0.0,0.0,1.58,2.14,0.0
20200131:1810,0.0,0.0,0.0,1.38,2.07,0.0
20200131:1910,0.0,0.0,0.0,0.85,2.07,0.0
20200131:2010,0.0,0.0,0.0,0.49,2.0,0.0
20200131:2110,0.0,0.0,0.0,0.3,2.0,0.0
20200131:2210,0.0,0.0,0.0,0.56,2.0,0.0
20200131:2310,0.0,0.0,0.0,0.99,1.93,0.0
20200201:0010,0.0,0.0,0.0,1.35,1.93,0.0
20200201:0110,0.0,0.0,0.0,1.56,1.86,0.0
20200201:0210,0.0,0.0,0.0,1.07,1.86,0.0
20200201:0310,0.0,0.0,0.0,0.44,1.72,0.0
20200201:0410,0.0,0.0,0.0,0.59,1.66,0.0
20200201:0510,0.0,0.0,0.0,0.35,1.66,0.0
20200201:0610,31.3,22.25,4.14,0.7,1.66,0.0
20200201:0710,291.36,119.88,13.35,1.74,1.45,0.0
20200201:0810,1134.5,422.71,21.12,6.35,1.31,0.0
20200201:0910,1758.72,660.27,26.85,8.57,1.59,0.0
20200201:1010,2017.47,765.94,29.91,10.02,1.79,0.0
20200201:1110,2005.57,764.54,29.87,10.89,1.79,0.0
20200201:1210,1850.05,703.79,26.73,11.45,1.79,0.0
20200201:1310,1478.46,561.65,20.95,11.68,1.72,0.0
20200201:1410,890.37,349.82,13.13,11.45,1.38,0.0
20200201:1510,23.58,19.35,3.89,9.81,0.9,0.0
20200201:1610,0.0,0.0,0.0,9.41,0.9,0.0
20200201:1710,0.0,0.0,0.0,7.32,1.17,0.0
20200201:1810,0.0,0.0,0.0,5.25,1.45,0.0
20200201:1910,0.0,0.0,0.0,4.57,1.52,0.0
20200201:2010,0.0,0.0,0.0,2.74,1.66,0.0
20200201:2110,0.0,0.0,0.0,1.66,1.66,0.0
20200201:2210,0.0,0.0,0.0,0.98,1.72,0.0
20200201:2310,0.0,0.0,0.0,0.45,1.72,0.0
20200202:0010,0.0,0.0,0.0,0.01,1.72,0.0
20200202:0110,0.0,0.0,0.0,-0.32,1.72,0.0
20200202:0210,0.0,0.0,0.0,-0.61,1.72,0.0
20200202:0310,0.0,0.0,0.0,-0.73,1.72,0.0
20200202:0410,0.0,0.0,0.0,-0.69,1.66,0.0
20200202:0510,0.0,0.0,0.0,-0.63,1.59,0.0
20200202:0610,27.2,20.32,4.33,-0.68,1.59,0.0
20200202:0710,840.26,322.4,13.56,1.22,1.31,0.0
20200202:0810,1376.96,512.84,21.36,5.82,1.17,0.0
20200202:0910,1775.49,669.88,27.11,8.81,1.31,0.0
20200202:1010,1591.74,600.29,30.19,10.28,1.59,0.0
20200202:1110,376.64,154.23,30.16,11.03,2.0,0.0
20200202:1210,1046.88,394.91,27.02,11.56,2.41,0.0
20200202:1310,503.14,199.19,21.22,11.54,2.9,0.0
20200202:1410,582.94,230.92,13.38,10.87,2.41,0.0
20200202:1510,25.6,20.32,4.13,9.86,1.93,0.0
20200202:1610,0.0,0.0,0.0,7.44,1.66,0.0
20200202:1710,0.0,0.0,0.0,5.54,1.45,0.0
20200202:1810,0.0,0.0,0.0,4.84,1.38,0.0
20200202:1910,0.0,0.0,0.0,4.25,1.45,0.0
20200202:2010,0.0,0.0,0.0,2.77,1.66,0.0
20200202:2110,0.0,0.0,0.0,1.31,1.79,0.0
20200202:2210,0.0,0.0,0.0,0.43,1.93,0.0
20200202:2310,0.0,0.0,0.0,0.49,1.86,0.0
20200203:0010,0.0,0.0,0.0,0.05,1.93,0.0
20200203:0110,0.0,0.0,0.0,-0.09,2.0,0.0
20200203:0210,0.0,0.0,0.0,-0.43,1.93,0.0
20200203:0310,0.0,0.0,0.0,-0.58,1.86,0.0
20200203:0410,0.0,0.0,0.0,-0.54,1.93,0.0
20200203:0510,0.0,0.0,0.0,-0.01,1.86,0.0
20200203:0610,33.57,23.22,4.52,0.31,1.72,0.0
20200203:0710,529.66,205.98,13.77,1.75,1.59,0.0
20200203:0810,762.59,286.25,21.6,5.55,1.59,0.0
20200203:0910,1640.54,612.35,27.38,8.42,1.79,0.0
20200203:1010,1868.96,705.7,30.47,10.6,2.14,0.0
20200203:1110,1742.08,657.5,30.45,11.81,2.48,0.0
20200203:1210,1681.57,631.44,27.31,12.42,3.24,0.0
20200203:1310,1495.33,563.07,21.49,12.56,3.24,0.0
20200203:1410,208.9,93.66,13.64,12.22,2.83,0.0
20200203:1510,27.49,21.28,4.36,10.89,2.41,0.0
20200203:1610,0.0,0.0,0.0,9.27,2.07,0.0
20200203:1710,0.0,0.0,0.0,8.06,2.0,0.0
20200203:1810,0.0,0.0,0.0,7.45,2.07,0.0
20200203:1910,0.0,0.0,0.0,7.52,2.41,0.0
20200203:2010,0.0,0.0,0.0,6.92,2.28,0.0
20200203:2110,0.0,0.0,0.0,6.37,2.14,0.0
20200203:2210,0.0,0.0,0.0,5.72,2.14,0.0
20200203:2310,0.0,0.0,0.0,5.48,2.14,0.0
20200204:0010,0.0,0.0,0.0,5.31,2.0,0.0
20200204:0110,0.0,0.0,0.0,4.94,1.66,0.0
20200204:0210,0.0,0.0,0.0,4.63,1.38,0.0
20200204:0310,0.0,0.0,0.0,4.49,1.24,0.0
20200204:0410,0.0,0.0,0.0,4.55,1.1,0.0
20200204:0510,0.0,0.0,0.0,4.5,1.03,0.0
20200204:0610,106.08,62.76,4.71,4.15,1.1,0.0
20200204:0710,314.91,129.38,13.99,3.89,1.24,0.0
20200204:0810,366.5,148.54,21.84,7.55,1.24,0.0
20200204:0910,632.19,244.43,27.65,9.37,1.38,0.0
20200204:1010,376.86,154.23,30.77,10.75,1.72,0.0
20200204:1110,859.39,328.52,30.75,12.05,2.21,0.0
20200204:1210,170.72,79.57,27.6,13.26,3.24,0.0
20200204:1310,664.64,258.42,21.76,13.38,3.31,0.0
20200204:1410,213.34,95.54,13.89,12.81,2.76,0.0
20200204:1510,0.0,3.87,4.6,11.54,2.41,0.0
20200204:1610,0.0,0.0,0.0,10.07,2.76,0.0
20200204:1710,0.0,0.0,0.0,9.21,3.17,0.0
20200204:1810,0.0,0.0,0.0,8.77,3.31,0.0
20200204:1910,0.0,0.0,0.0,8.33,2.55,0.0
20200204:2010,0.0,0.0,0.0,6.59,2.62,0.0
20200204:2110,0.0,0.0,0.0,3.41,2.9,0.0
20200204:2210,0.0,0.0,0.0,0.41,2.07,0.0
20200204:2310,0.0,0.0,0.0,-0.23,1.66,0.0
20200205:0010,0.0,0.0,0.0,-0.36,1.59,0.0
20200205:0110,0.0,0.0,0.0,-0.45,1.66,0.0
20200205:0210,0.0,0.0,0.0,-0.68,1.72,0.0
20200205:0310,0.0,0.0,0.0,-0.92,1.66,0.0
20200205:0410,0.0,0.0,0.0,-1.08,1.66,0.0
20200205:0510,0.0,0.0,0.0,-1.35,1.72,0.0
20200205:0610,17.54,15.72,4.92,-1.59,1.72,0.0
20200205:0710,81.09,42.24,14.22,-1.73,1.93,0.0
20200205:0810,94.05,47.15,22.09,-1.77,2.0,0.0
20200205:0910,382.43,148.34,27.93,-1.38,2.34,0.0
20200205:1010,194.18,83.5,31.06,-0.99,3.17,0.0
20200205:1110,193.86,83.5,31.05,-0.59,3.38,0.0
20200205:1210,227.33,95.29,27.89,-0.43,3.52,0.0
20200205:1310,130.69,60.91,22.04,-0.55,3.66,0.0
20200205:1410,70.66,38.31,14.15,-0.86,3.17,0.0
20200205:1510,3.04,7.74,4.84,-1.2,2.28,0.0
20200205:1610,0.0,0.0,0.0,-1.47,1.72,0.0
20200205:1710,0.0,0.0,0.0,-1.57,1.72,0.0
20200205:1810,0.0,0.0,0.0,-1.58,1.72,0.0
20200205:1910,0.0,0.0,0.0,-1.59,1.38,0.0
20200205:2010,0.0,0.0,0.0,-1.63,1.31,0.0
20200205:2110,0.0,0.0,0.0,-1.77,1.86,0.0
20200205:2210,0.0,0.0,0.0,-1.98,3.03,0.0
20200205:2310,0.0,0.0,0.0,-2.79,3.17,0.0
20200206:0010,0.0,0.0,0.0,-3.44,2.97,0.0
20200206:0110,0.0,0.0,0.0,-3.93,2.9,0.0
20200206:0210,0.0,0.0,0.0,-4.19,2.69,0.0
